,lemma,normalizaton,id_text,id_line,id_word,label
,lemma,,id_text,id_line,label
341700,1(diš)[]NU,,epsd2/admin/u3adm/P126168,20,r 2
341701,sila[lamb]N,,epsd2/admin/u3adm/P126168,20,r 2
341702,eš₁₈-dar-nu-id[]PN,,epsd2/admin/u3adm/P126168,20,r 2
341703,1(diš)[]NU,,epsd2/admin/u3adm/P126168,21,r 3
341704,sila[lamb]N,,epsd2/admin/u3adm/P126168,21,r 3
341705,er₃-ra-ur-sag[]PN,Erraqarrad,epsd2/admin/u3adm/P126168,21,r 3
341706,break,,epsd2/admin/u3adm/P126168,22,
341707,mu.DU[delivery]N,,epsd2/admin/u3adm/P126168,23,r 4
341708,lugal[king]N,,epsd2/admin/u3adm/P126168,23,r 4
341709,in-ta-e₃-a[]PN,Intaʾeʾa,epsd2/admin/u3adm/P126168,24,r 5
341710,dab[seize]V/t,,epsd2/admin/u3adm/P126168,25,r 6
341711,ŋiri[foot]N,,epsd2/admin/u3adm/P126168,26,r 7
341712,nu-ur₂-{d}suen[]PN,NurSuʾen,epsd2/admin/u3adm/P126168,26,r 7
341713,dubsar[scribe]N,,epsd2/admin/u3adm/P126168,26,r 7
341714,ud[sun]N,,epsd2/admin/u3adm/P126168,27,r 8
341715,2(u)-kam[]NU,,epsd2/admin/u3adm/P126168,27,r 8
341716,itud[moon]N,,epsd2/admin/u3adm/P126168,28,r 9
341717,ses-da-gu₇[]MN,,epsd2/admin/u3adm/P126168,28,r 9
341718,mu[name]N,,epsd2/admin/u3adm/P126168,29,r 10
341719,us[follow]V/t,,epsd2/admin/u3adm/P126168,29,r 10
341720,{d}šu-{d}suen[]TN,,epsd2/admin/u3adm/P126168,29,r 10
341721,lugal[king]N,,epsd2/admin/u3adm/P126168,29,r 10
341722,uri₅{ki}-ma-ke₄[]GN,Urim,epsd2/admin/u3adm/P126168,29,r 10
341723,bad[wall]N,,epsd2/admin/u3adm/P126168,29,r 10
341724,MAR.TU[westerner]N,,epsd2/admin/u3adm/P126168,29,r 10
341725,mu-ri-iq-ti-id-ni-im[]GN,MuriqTidnim,epsd2/admin/u3adm/P126168,29,r 10
341726,du[build]V/t,,epsd2/admin/u3adm/P126168,29,r 10
341727,mu[name]N,,epsd2/admin/u3adm/P126168,29,r 10
341728,us[follow]V/t,,epsd2/admin/u3adm/P126168,29,r 10
341729,2(diš)[]NU,,epsd2/admin/u3adm/P126168,31,l.e. 1
341730,gud[ox]N,,epsd2/admin/u3adm/P126168,31,l.e. 1
341731,4(u)[]NU,,epsd2/admin/u3adm/P126168,31,l.e. 1
341732,7(diš)[]NU,,epsd2/admin/u3adm/P126168,31,l.e. 1
341733,udu[sheep]N,,epsd2/admin/u3adm/P126168,31,l.e. 1
341734,{d}šu-{d}suen[]TN,,epsd2/admin/u3adm/P126168,34,seal 1 i 1
341735,lugal[king]N,,epsd2/admin/u3adm/P126168,35,seal 1 i 2
341736,kalag[strong]V/i,,epsd2/admin/u3adm/P126168,35,seal 1 i 2
341737,lugal[king]N,,epsd2/admin/u3adm/P126168,36,seal 1 i 3
341738,uri₅{ki}-ma[]GN,Urim,epsd2/admin/u3adm/P126168,36,seal 1 i 3
341739,lugal[king]N,,epsd2/admin/u3adm/P126168,37,seal 1 i 4
341740,an[sky]N,,epsd2/admin/u3adm/P126168,37,seal 1 i 4
341741,anubda[quarter]N,,epsd2/admin/u3adm/P126168,37,seal 1 i 4
341742,limmu[four]NU,,epsd2/admin/u3adm/P126168,37,seal 1 i 4
341743,nu-ur₂-{d}suen[]PN,NurSuʾen,epsd2/admin/u3adm/P126168,39,seal 1 ii 1
341744,dubsar[scribe]N,,epsd2/admin/u3adm/P126168,40,seal 1 ii 2
341745,dumu[child]N,,epsd2/admin/u3adm/P126168,41,seal 1 ii 3
341746,i-di₃-er₃-ra[]PN,IddinErra,epsd2/admin/u3adm/P126168,41,seal 1 ii 3
341747,arad[slave]N,,epsd2/admin/u3adm/P126168,42,seal 1 ii 4
341774,2(diš)[]NU,,epsd2/admin/u3adm/P123753,3,o 1
341775,udu[sheep]N,,epsd2/admin/u3adm/P123753,3,o 1
341776,niga[fattened]V/i,,epsd2/admin/u3adm/P123753,3,o 1
341777,sag[rare]V/i,,epsd2/admin/u3adm/P123753,3,o 1
341778,us[side]N,,epsd2/admin/u3adm/P123753,3,o 1
341779,1(diš)[]NU,,epsd2/admin/u3adm/P123753,4,o 2
341780,mašgal[goat]N,,epsd2/admin/u3adm/P123753,4,o 2
341781,niga[fattened]V/i,,epsd2/admin/u3adm/P123753,4,o 2
341782,1(diš)[]NU,,epsd2/admin/u3adm/P123753,5,o 3
341783,udu[sheep]N,,epsd2/admin/u3adm/P123753,5,o 3
341784,1(diš)[]NU,,epsd2/admin/u3adm/P123753,6,o 4
341785,gukkal[sheep]N,,epsd2/admin/u3adm/P123753,6,o 4
341786,1(diš)[]NU,,epsd2/admin/u3adm/P123753,7,o 5
341787,u[ewe]N,,epsd2/admin/u3adm/P123753,7,o 5
341788,1(diš)[]NU,,epsd2/admin/u3adm/P123753,8,o 6
341789,sila[lamb]N,,epsd2/admin/u3adm/P123753,8,o 6
341790,1(diš)[]NU,,epsd2/admin/u3adm/P123753,10,r 1
341791,maš[goat]N,,epsd2/admin/u3adm/P123753,10,r 1
341792,ga[milk]N,,epsd2/admin/u3adm/P123753,10,r 1
341793,uš[die]V/i,,epsd2/admin/u3adm/P123753,11,r 2
341794,ud[sun]N,,epsd2/admin/u3adm/P123753,11,r 2
341795,2(u)-kam[]NU,,epsd2/admin/u3adm/P123753,11,r 2
341796,ki[place]N,,epsd2/admin/u3adm/P123753,12,r 3
341797,a-hu-we-er-ta[]PN,AhuWer,epsd2/admin/u3adm/P123753,12,r 3
341798,{d}šul-gi-iri-mu[]PN,Šulgiririŋu,epsd2/admin/u3adm/P123753,13,r 4
341799,šu[hand]N,,epsd2/admin/u3adm/P123753,14,r 5
341800,teŋ[approach]V/i,,epsd2/admin/u3adm/P123753,14,r 5
341801,itud[moon]N,,epsd2/admin/u3adm/P123753,15,r 6
341802,maš-da₃-gu₇[]MN,,epsd2/admin/u3adm/P123753,15,r 6
341803,mu[name]N,,epsd2/admin/u3adm/P123753,16,r 7
341804,us[follow]V/t,,epsd2/admin/u3adm/P123753,16,r 7
341805,en[priest]N,,epsd2/admin/u3adm/P123753,16,r 7
341806,{d}nanna[]DN,Nanna,epsd2/admin/u3adm/P123753,16,r 7
341807,huŋ[hire]V/t,,epsd2/admin/u3adm/P123753,16,r 7
341808,8(diš)[]NU,,epsd2/admin/u3adm/P123753,18,l.e. 1
341809,udu[sheep]N,,epsd2/admin/u3adm/P123753,18,l.e. 1
342175,1(diš)[]NU,,epsd2/admin/u3adm/P131914,3,o 1
342176,u[ewe]N,,epsd2/admin/u3adm/P131914,3,o 1
342177,gukkal[sheep]N,,epsd2/admin/u3adm/P131914,3,o 1
342178,babbar[white]V/i,,epsd2/admin/u3adm/P131914,3,o 1
342179,uš[die]V/i,,epsd2/admin/u3adm/P131914,4,o 2
342180,ud[sun]N,,epsd2/admin/u3adm/P131914,5,o 3
342181,1(u)[]NU,,epsd2/admin/u3adm/P131914,5,o 3
342182,4(diš)-kam[]NU,,epsd2/admin/u3adm/P131914,5,o 3
342183,ki[place]N,,epsd2/admin/u3adm/P131914,6,o 4
342184,u₂-ta₂-mi-šar-ra-am-ta[]PN,Utamišaram,epsd2/admin/u3adm/P131914,6,o 4
342185,{d}šul-gi-iri-mu[]PN,Šulgiririŋu,epsd2/admin/u3adm/P131914,8,r 1
342186,šu[hand]N,,epsd2/admin/u3adm/P131914,9,r 2
342187,teŋ[approach]V/i,,epsd2/admin/u3adm/P131914,9,r 2
342188,break,,epsd2/admin/u3adm/P131914,10,
342189,itud[moon]N,,epsd2/admin/u3adm/P131914,11,r 3
342190,maš-da₃-gu₇[]MN,,epsd2/admin/u3adm/P131914,11,r 3
342191,mu[name]N,,epsd2/admin/u3adm/P131914,12,r 4
342192,hu-uh₂-nu-ri{ki}[]GN,Huhnuri,epsd2/admin/u3adm/P131914,12,r 4
342193,hulu[bad]V/i,,epsd2/admin/u3adm/P131914,12,r 4
342194,1(diš)[]NU,,epsd2/admin/u3adm/P131914,14,l.e. 1
342269,1(diš)[]NU,,epsd2/admin/u3adm/P131679,3,o 1
342270,gud[ox]N,,epsd2/admin/u3adm/P131679,3,o 1
342271,niga[fattened]V/i,,epsd2/admin/u3adm/P131679,3,o 1
342272,3(diš)[]NU,,epsd2/admin/u3adm/P131679,4,o 2
342273,gud[ox]N,,epsd2/admin/u3adm/P131679,4,o 2
342274,ud[sun]N,,epsd2/admin/u3adm/P131679,5,o 3
342275,3(u)-kam[]NU,,epsd2/admin/u3adm/P131679,5,o 3
342276,ki[place]N,,epsd2/admin/u3adm/P131679,6,o 4
342277,ab-ba-sa₆-ga-ta[]PN,Abbasaga,epsd2/admin/u3adm/P131679,6,o 4
342278,šu-ma-ma[]PN,ŠuMama,epsd2/admin/u3adm/P131679,7,o 5
342279,dab[seize]V/t,,epsd2/admin/u3adm/P131679,9,r 1
342280,break,,epsd2/admin/u3adm/P131679,10,
342281,itud[moon]N,,epsd2/admin/u3adm/P131679,11,r 2
342282,šu-eš₅-ša[]MN,,epsd2/admin/u3adm/P131679,11,r 2
342283,mu[name]N,,epsd2/admin/u3adm/P131679,12,r 3
342284,hu-uh₂-nu-ri{ki}[]GN,Huhnuri,epsd2/admin/u3adm/P131679,12,r 3
342285,hulu[bad]V/i,,epsd2/admin/u3adm/P131679,12,r 3
342286,4(diš)[]NU,,epsd2/admin/u3adm/P131679,14,l.e. 1
342287,gud[ox]N,,epsd2/admin/u3adm/P131679,14,l.e. 1
342793,1(geš₂)[]NU,,epsd2/admin/u3adm/P134912,3,o 1
342794,8(diš)[]NU,,epsd2/admin/u3adm/P134912,3,o 1
342795,udu[sheep]N,,epsd2/admin/u3adm/P134912,3,o 1
342796,1(u)[]NU,,epsd2/admin/u3adm/P134912,4,o 2
342797,5(diš)[]NU,,epsd2/admin/u3adm/P134912,4,o 2
342798,maš[goat]N,,epsd2/admin/u3adm/P134912,4,o 2
342799,ud[sun]N,,epsd2/admin/u3adm/P134912,5,o 3
342800,1(u)[]NU,,epsd2/admin/u3adm/P134912,5,o 3
342801,6(diš)-kam[]NU,,epsd2/admin/u3adm/P134912,5,o 3
342802,ki[place]N,,epsd2/admin/u3adm/P134912,6,o 4
342803,ab-ba-sa₆-ga-ta[]PN,Abbasaga,epsd2/admin/u3adm/P134912,6,o 4
342804,na-lu₅[]PN,Nalu,epsd2/admin/u3adm/P134912,8,r 1
342805,dab[seize]V/t,,epsd2/admin/u3adm/P134912,9,r 2
342806,itud[moon]N,,epsd2/admin/u3adm/P134912,10,r 3
342807,še-sag₁₁-ku₅[]MN,,epsd2/admin/u3adm/P134912,10,r 3
342808,mu[name]N,,epsd2/admin/u3adm/P134912,11,r 4
342809,{d}gu-za[]ON,,epsd2/admin/u3adm/P134912,11,r 4
342810,{d}en-lil₂-la₂[]PN,Enlil,epsd2/admin/u3adm/P134912,11,r 4
342811,dim[create]V/t,,epsd2/admin/u3adm/P134912,11,r 4
342812,1(geš₂)[]NU,,epsd2/admin/u3adm/P134912,13,l.e. 1
342813,2(u)[]NU,,epsd2/admin/u3adm/P134912,13,l.e. 1
342814,3(diš)[]NU,,epsd2/admin/u3adm/P134912,13,l.e. 1
343246,x[NA]NA,,epsd2/admin/u3adm/P107709,3,o 1
343247,ašgar[kid]N,,epsd2/admin/u3adm/P107709,3,o 1
343248,niga[fattened]V/i,,epsd2/admin/u3adm/P107709,3,o 1
343249,sag[rare]V/i,,epsd2/admin/u3adm/P107709,3,o 1
343250,us[side]N,,epsd2/admin/u3adm/P107709,3,o 1
343251,ZI₂[NA]NA,,epsd2/admin/u3adm/P107709,3,o 1
343252,o[NA]NA,,epsd2/admin/u3adm/P107709,4,o 2
343253,o[NA]NA,,epsd2/admin/u3adm/P107709,4,o 2
343254,o[NA]NA,,epsd2/admin/u3adm/P107709,4,o 2
343255,udu[sheep]N,,epsd2/admin/u3adm/P107709,4,o 2
343256,niga[fattened]V/i,,epsd2/admin/u3adm/P107709,4,o 2
343257,šimaški[~sheep]N,,epsd2/admin/u3adm/P107709,4,o 2
343258,1(diš)[]NU,,epsd2/admin/u3adm/P107709,5,o 3
343259,|U₈+HUL₂|[NA]NA,,epsd2/admin/u3adm/P107709,5,o 3
343260,babbar[white]V/i,,epsd2/admin/u3adm/P107709,5,o 3
343261,1(diš)[]NU,,epsd2/admin/u3adm/P107709,6,o 4
343262,udu[sheep]N,,epsd2/admin/u3adm/P107709,6,o 4
343263,aslum[sheep]N,,epsd2/admin/u3adm/P107709,6,o 4
343264,4(diš)[]NU,,epsd2/admin/u3adm/P107709,7,o 5
343265,udu[sheep]N,,epsd2/admin/u3adm/P107709,7,o 5
343266,1(diš)[]NU,,epsd2/admin/u3adm/P107709,8,o 6
343267,udu[sheep]N,,epsd2/admin/u3adm/P107709,8,o 6
343268,šimaški[~sheep]N,,epsd2/admin/u3adm/P107709,8,o 6
343269,2(diš)[]NU,,epsd2/admin/u3adm/P107709,9,o 7
343270,u[ewe]N,,epsd2/admin/u3adm/P107709,9,o 7
343271,šimaški[~sheep]N,,epsd2/admin/u3adm/P107709,9,o 7
343272,1(diš)[]NU,,epsd2/admin/u3adm/P107709,10,o 8
343273,mašgal[goat]N,,epsd2/admin/u3adm/P107709,10,o 8
343274,1(diš)[]NU,,epsd2/admin/u3adm/P107709,12,r 1
343275,gukkal[sheep]N,,epsd2/admin/u3adm/P107709,12,r 1
343276,1(diš)[]NU,,epsd2/admin/u3adm/P107709,13,r 2
343277,sila[lamb]N,,epsd2/admin/u3adm/P107709,13,r 2
343278,ga[milk]N,,epsd2/admin/u3adm/P107709,13,r 2
343279,gukkal[sheep]N,,epsd2/admin/u3adm/P107709,13,r 2
343280,uš[die]V/i,,epsd2/admin/u3adm/P107709,14,r 3
343281,ud[sun]N,,epsd2/admin/u3adm/P107709,14,r 3
343282,2(u)[]NU,,epsd2/admin/u3adm/P107709,14,r 3
343283,5(diš)-kam[]NU,,epsd2/admin/u3adm/P107709,14,r 3
343284,ki[place]N,,epsd2/admin/u3adm/P107709,15,r 4
343285,lu₂-dingir-ra-ta[]PN,Ludiŋirak,epsd2/admin/u3adm/P107709,15,r 4
343286,ur-nigar{gar}[]PN,Urniŋarak,epsd2/admin/u3adm/P107709,16,r 5
343287,šu[hand]N,,epsd2/admin/u3adm/P107709,17,r 6
343288,teŋ[approach]V/i,,epsd2/admin/u3adm/P107709,17,r 6
343289,itud[moon]N,,epsd2/admin/u3adm/P107709,18,r 7
343290,akiti[festival]N,,epsd2/admin/u3adm/P107709,18,r 7
343291,mu[name]N,,epsd2/admin/u3adm/P107709,19,r 8
343292,us[follow]V/t,,epsd2/admin/u3adm/P107709,19,r 8
343293,ki-maš{ki}[]GN,Kimaš,epsd2/admin/u3adm/P107709,19,r 8
343294,hulu[bad]V/i,,epsd2/admin/u3adm/P107709,19,r 8
343295,mu[name]N,,epsd2/admin/u3adm/P107709,19,r 8
343296,us[follow]V/t,,epsd2/admin/u3adm/P107709,19,r 8
343855,1(diš)[]NU,,epsd2/admin/u3adm/P101433,3,o 1
343856,udu[sheep]N,,epsd2/admin/u3adm/P101433,3,o 1
343857,niga[fattened]V/i,,epsd2/admin/u3adm/P101433,3,o 1
343858,1(diš)[]NU,,epsd2/admin/u3adm/P101433,4,o 2
343859,udu[sheep]N,,epsd2/admin/u3adm/P101433,4,o 2
343860,2(diš)[]NU,,epsd2/admin/u3adm/P101433,5,o 3
343861,mašgal[goat]N,,epsd2/admin/u3adm/P101433,5,o 3
343862,uš[die]V/i,,epsd2/admin/u3adm/P101433,6,o 4
343863,ud[sun]N,,epsd2/admin/u3adm/P101433,6,o 4
343864,1(u)[]NU,,epsd2/admin/u3adm/P101433,6,o 4
343865,5(diš)-kam[]NU,,epsd2/admin/u3adm/P101433,6,o 4
343866,ki[place]N,,epsd2/admin/u3adm/P101433,8,r 1
343867,na-lu₅-ta[]PN,Nalu,epsd2/admin/u3adm/P101433,8,r 1
343868,{d}šul-gi-iri-mu[]PN,Šulgiririŋu,epsd2/admin/u3adm/P101433,9,r 2
343869,šu[hand]N,,epsd2/admin/u3adm/P101433,10,r 3
343870,teŋ[approach]V/i,,epsd2/admin/u3adm/P101433,10,r 3
343871,itud[moon]N,,epsd2/admin/u3adm/P101433,11,r 4
343872,ezem-mah[]MN,,epsd2/admin/u3adm/P101433,11,r 4
343873,mu[name]N,,epsd2/admin/u3adm/P101433,12,r 5
343874,ma₂-dara₃-abzu[]ON,,epsd2/admin/u3adm/P101433,12,r 5
343875,en-ki-ka[NA]NA,,epsd2/admin/u3adm/P101433,12,r 5
343876,du[spread]V/t,,epsd2/admin/u3adm/P101433,12,r 5
343877,4(diš)[]NU,,epsd2/admin/u3adm/P101433,14,l.e. 1
344164,1(diš)[]NU,,epsd2/admin/u3adm/P129413,3,o 1
344165,sila[lamb]N,,epsd2/admin/u3adm/P129413,3,o 1
344166,lugal-a₂-zi-da[]PN,Lugalazida,epsd2/admin/u3adm/P129413,4,o 2
344167,1(diš)[]NU,,epsd2/admin/u3adm/P129413,5,o 3
344168,amar[young]N,,epsd2/admin/u3adm/P129413,5,o 3
344169,mašda[gazelle]N,,epsd2/admin/u3adm/P129413,5,o 3
344170,ur-nigar[]PN,Urniŋarak,epsd2/admin/u3adm/P129413,6,o 4
344171,2(diš)[]NU,,epsd2/admin/u3adm/P129413,7,o 5
344172,amar[young]N,,epsd2/admin/u3adm/P129413,7,o 5
344173,mašda[gazelle]N,,epsd2/admin/u3adm/P129413,7,o 5
344174,lu₂-dingir-ra[]PN,Ludiŋirak,epsd2/admin/u3adm/P129413,8,o 6
344175,2(diš)[]NU,,epsd2/admin/u3adm/P129413,10,r 1
344176,udu[sheep]N,,epsd2/admin/u3adm/P129413,10,r 1
344177,2(diš)[]NU,,epsd2/admin/u3adm/P129413,10,r 1
344178,sila[lamb]N,,epsd2/admin/u3adm/P129413,10,r 1
344179,zabardab[official]N,,epsd2/admin/u3adm/P129413,11,r 2
344180,mu.DU[delivery]N,,epsd2/admin/u3adm/P129413,12,r 3
344181,itud[moon]N,,epsd2/admin/u3adm/P129413,13,r 4
344182,maš-da₃-gu₇[]MN,,epsd2/admin/u3adm/P129413,13,r 4
344183,mu[name]N,,epsd2/admin/u3adm/P129413,14,r 5
344184,us[follow]V/t,,epsd2/admin/u3adm/P129413,14,r 5
344185,ur-bi₂-lum{ki}[]GN,Urbilum,epsd2/admin/u3adm/P129413,14,r 5
344186,hulu[bad]V/i,,epsd2/admin/u3adm/P129413,14,r 5
344187,ud[sun]N,,epsd2/admin/u3adm/P129413,16,l.e. 1
344188,1(u)[]NU,,epsd2/admin/u3adm/P129413,16,l.e. 1
344189,6(diš)-kam[]NU,,epsd2/admin/u3adm/P129413,16,l.e. 1
344209,3(u)[]NU,,epsd2/admin/u3adm/P133905,3,o 1
344210,udu[sheep]N,,epsd2/admin/u3adm/P133905,3,o 1
344211,niga[fattened]V/i,,epsd2/admin/u3adm/P133905,3,o 1
344212,sadug[offerings]N,,epsd2/admin/u3adm/P133905,4,o 2
344213,{d}nin-lil₂-la₂[]DN,Ninlil,epsd2/admin/u3adm/P133905,5,o 3
344214,itud[moon]N,,epsd2/admin/u3adm/P133905,6,o 4
344215,1(diš)-kam[]NU,,epsd2/admin/u3adm/P133905,6,o 4
344216,ziga[expenditure]N,,epsd2/admin/u3adm/P133905,7,o 5
344217,šag[heart]N,,epsd2/admin/u3adm/P133905,9,r 1
344218,tum-ma-al{ki}[]GN,,epsd2/admin/u3adm/P133905,9,r 1
344219,ki[place]N,,epsd2/admin/u3adm/P133905,10,r 2
344220,aš-ne₂-u₁₈[NA]NA,,epsd2/admin/u3adm/P133905,10,r 2
344221,break,,epsd2/admin/u3adm/P133905,11,
344222,itud[moon]N,,epsd2/admin/u3adm/P133905,12,r 3
344223,akiti[festival]N,,epsd2/admin/u3adm/P133905,12,r 3
344224,mu[name]N,,epsd2/admin/u3adm/P133905,13,r 4
344225,ša-aš-ru{ki}[]GN,Šašrum,epsd2/admin/u3adm/P133905,13,r 4
344226,hulu[bad]V/i,,epsd2/admin/u3adm/P133905,13,r 4
344249,3(diš)[]NU,,epsd2/admin/u3adm/P128776,3,o 1
344250,gud[ox]N,,epsd2/admin/u3adm/P128776,3,o 1
344251,1(u)[]NU,,epsd2/admin/u3adm/P128776,4,o 2
344252,7(diš)[]NU,,epsd2/admin/u3adm/P128776,4,o 2
344253,mašgal[goat]N,,epsd2/admin/u3adm/P128776,4,o 2
344254,šimaški[~sheep]N,,epsd2/admin/u3adm/P128776,4,o 2
344255,ud[sun]N,,epsd2/admin/u3adm/P128776,5,o 3
344256,3(diš)-kam[]NU,,epsd2/admin/u3adm/P128776,5,o 3
344257,ki[place]N,,epsd2/admin/u3adm/P128776,6,o 4
344258,ab-ba-sa₆-ga-ta[]PN,Abbasaga,epsd2/admin/u3adm/P128776,6,o 4
344259,a-hu-we-er[]PN,AhuWer,epsd2/admin/u3adm/P128776,8,r 1
344260,dab[seize]V/t,,epsd2/admin/u3adm/P128776,9,r 2
344261,itud[moon]N,,epsd2/admin/u3adm/P128776,10,r 3
344262,šu-eš₅-ša[]MN,,epsd2/admin/u3adm/P128776,10,r 3
344263,en[priest]N,,epsd2/admin/u3adm/P128776,11,r 4
344264,mah[great]V/i,,epsd2/admin/u3adm/P128776,11,r 4
344265,gal[big]V/i,,epsd2/admin/u3adm/P128776,11,r 4
344266,an[sky]N,,epsd2/admin/u3adm/P128776,11,r 4
344267,en[priest]N,,epsd2/admin/u3adm/P128776,11,r 4
344268,{d}nanna[]DN,Nanna,epsd2/admin/u3adm/P128776,11,r 4
344269,huŋ[hire]V/t,,epsd2/admin/u3adm/P128776,11,r 4
344270,2(u)[]NU,,epsd2/admin/u3adm/P128776,13,l.e. 1
344275,1(diš)[]NU,,epsd2/admin/u3adm/P131107,3,o 1
344276,sila[lamb]N,,epsd2/admin/u3adm/P131107,3,o 1
344277,{d}en-lil₂[]FN,,epsd2/admin/u3adm/P131107,3,o 1
344278,1(diš)[]NU,,epsd2/admin/u3adm/P131107,4,o 2
344279,sila[lamb]N,,epsd2/admin/u3adm/P131107,4,o 2
344280,{d}nin-lil₂[]FN,,epsd2/admin/u3adm/P131107,4,o 2
344281,mu.DU[delivery]N,,epsd2/admin/u3adm/P131107,5,o 3
344282,ur-tilla₃[]PN,UrTillak,epsd2/admin/u3adm/P131107,5,o 3
344283,saŋŋa[official]N,,epsd2/admin/u3adm/P131107,5,o 3
344284,{d}nanše-GIR₂@g-gal[]PN,,epsd2/admin/u3adm/P131107,6,o 4
344285,maškim[administrator]N,,epsd2/admin/u3adm/P131107,6,o 4
344286,1(diš)[]NU,,epsd2/admin/u3adm/P131107,7,o 5
344287,udu[sheep]N,,epsd2/admin/u3adm/P131107,7,o 5
344288,guza[chair]N,,epsd2/admin/u3adm/P131107,7,o 5
344289,{d}šul-gi[]TN,,epsd2/admin/u3adm/P131107,7,o 5
344290,mu-kuₓ(DU)-e[NA]NA,,epsd2/admin/u3adm/P131107,8,o 6
344291,de[carry]V/t,,epsd2/admin/u3adm/P131107,8,o 6
344292,wa-ta-ru-um[]PN,,epsd2/admin/u3adm/P131107,9,o 7
344293,maškim[administrator]N,,epsd2/admin/u3adm/P131107,9,o 7
344294,6(diš)[]NU,,epsd2/admin/u3adm/P131107,10,o 8
344295,gud[ox]N,,epsd2/admin/u3adm/P131107,10,o 8
344296,3(diš)[]NU,,epsd2/admin/u3adm/P131107,10,o 8
344297,ab[cow]N,,epsd2/admin/u3adm/P131107,10,o 8
344298,2(diš)[]NU,,epsd2/admin/u3adm/P131107,12,r 1
344299,udu[sheep]N,,epsd2/admin/u3adm/P131107,12,r 1
344300,x[NA]NA,,epsd2/admin/u3adm/P131107,12,r 1
344301,6(diš)[]NU,,epsd2/admin/u3adm/P131107,12,r 1
344302,sila[lamb]N,,epsd2/admin/u3adm/P131107,12,r 1
344303,1(diš)[]NU,,epsd2/admin/u3adm/P131107,13,r 2
344304,u[ewe]N,,epsd2/admin/u3adm/P131107,13,r 2
344305,3(diš)[]NU,,epsd2/admin/u3adm/P131107,13,r 2
344306,maš[goat]N,,epsd2/admin/u3adm/P131107,13,r 2
344307,2(diš)[]NU,,epsd2/admin/u3adm/P131107,14,r 3
344308,uzud[goat]N,,epsd2/admin/u3adm/P131107,14,r 3
344309,1(diš)[]NU,,epsd2/admin/u3adm/P131107,14,r 3
344310,ašgar[kid]N,,epsd2/admin/u3adm/P131107,14,r 3
344311,šugid[~animal]N,,epsd2/admin/u3adm/P131107,15,r 4
344312,emuhaldim[kitchen]N,,epsd2/admin/u3adm/P131107,15,r 4
344313,ud[sun]N,,epsd2/admin/u3adm/P131107,16,r 5
344314,8(diš)-kam[]NU,,epsd2/admin/u3adm/P131107,16,r 5
344315,break,,epsd2/admin/u3adm/P131107,17,
344316,ki[place]N,,epsd2/admin/u3adm/P131107,18,r 6
344317,ab-ba-sa₆-ga-ta[]PN,Abbasaga,epsd2/admin/u3adm/P131107,18,r 6
344318,zig[rise]V/i,,epsd2/admin/u3adm/P131107,18,r 6
344319,itud[moon]N,,epsd2/admin/u3adm/P131107,19,r 7
344320,ezem-{d}nin-a-zu[]MN,,epsd2/admin/u3adm/P131107,19,r 7
